hp_name,degree
Curved proximal phalanx of the hallux,0
Osteolytic defects of the proximal phalanx of the hallux,0
Patchy sclerosis of the proximal phalanx of the hallux,0
Triangular shaped proximal phalanx of the hallux,0
Complete duplication of the proximal phalanx of the hallux,0
Partial duplication of the proximal phalanx of the hallux,0
Complete duplication of the distal phalanx of the hallux,0
Partial duplication of the 1st metatarsal,0
Absent epiphysis of the proximal phalanx of the hallux,0
Bracket epiphysis of the proximal phalanx of the hallux,0
Cone-shaped epiphysis of the proximal phalanx of the hallux,0
Enlarged epiphysis of the proximal phalanx of the hallux,0
Fragmentation of the epiphysis of the proximal phalanx of the hallux,0
Irregular epiphysis of the proximal phalanx of the hallux,0
Ivory epiphysis of the proximal phalanx of the hallux,0
Pseudoepiphysis of the proximal phalanx of the hallux,0
Small epiphysis of the proximal phalanx of the hallux,0
Stippling of the epiphysis of the proximal phalanx of the hallux,0
Triangular epiphysis of the proximal phalanx of the hallux,0
Absent epiphysis of the distal phalanx of the hallux,0
Bracket epiphysis of the distal phalanx of the hallux,0
Cone-shaped epiphysis of the distal phalanx of the hallux,0
Enlarged epiphysis of the distal phalanx of the hallux,0
Fragmentation of the epiphysis of the distal phalanx of the hallux,0
Irregular epiphysis of the distal phalanx of the hallux,0
Ivory epiphysis of the distal phalanx of the hallux,0
Pseudoepiphysis of the distal phalanx of the hallux,0
Small epiphysis of the distal phalanx of the hallux,0
Stippling of the epiphysis of the distal phalanx of the hallux,0
Triangular epiphysis of the distal phalanx of the hallux,0
Absent epiphysis of the 1st metatarsal,0
Bracket epiphysis of the 1st metatarsal,0
Cone-shaped epiphysis of the 1st metatarsal,0
Enlarged epiphysis of the 1st metatarsal,0
Irregular epiphysis of the 1st metatarsal,0
Ivory epiphysis of the 1st metatarsal,0
Pseudoepiphysis of the 1st metatarsal,0
Small epiphysis of the 1st metatarsal,0
Stippling of the epiphysis of the 1st metatarsal,0
Triangular epiphysis of the 1st metatarsal,0
Bullet-shaped middle toe phalanx,0
Osteolytic defect of the proximal toe phalanx,0
Triangular shaped proximal phalanges of the toes,0
Contracture of the tarsometatarsal joint of the hallux,0
Contracture of the interphalangeal joint of the hallux,0
Contractures of the metatarsophalangeal joint of the hallux,0
Pseudoepiphysis of the 3rd metacarpal,0
Pseudoepiphysis of the 4th metacarpal,0
Pseudoepiphysis of the 5th metacarpal,0
Spinal meningeal diverticulum,0
Asternia,0
Scapular aplasia,0
Polydactyly affecting the 2nd toe,0
Polydactyly affecting the 3rd toe,0
Polydactyly affecting the 4th toe,0
Broad proximal phalanx of the 2nd toe,0
Bullet-shaped proximal phalanx of the 2nd toe,0
Curved proximal phalanx of the 2nd toe,0
Osteolytic defects of the proximal phalanx of the 2nd toe,0
Patchy sclerosis of the proximal phalanx of the 2nd toe,0
Triangular shaped proximal phalanx of the 2nd toe,0
Broad middle phalanx of the 2nd toe,0
Bullet-shaped middle phalanx of the 2nd toe,0
Curved middle phalanx of the 2nd toe,0
Osteolytic defects of the middle phalanx of the 2nd toe,0
Patchy sclerosis of the middle phalanx of the 2nd toe,0
Triangular shaped middle phalanx of the 2nd toe,0
Broad distal phalanx of the 2nd toe,0
Bullet-shaped distal phalanx of the 2nd toe,0
Curved distal phalanx of the 2nd toe,0
Osteolytic defects of the distal phalanx of the 2nd toe,0
Patchy sclerosis of the distal phalanx of the 2nd toe,0
Symphalangism affecting the distal phalanx of the 2nd toe,0
Triangular shaped distal phalanx of the 2nd toe,0
Complete duplication of the proximal phalanx of the 2nd toe,0
Partial duplication of the proximal phalanx of the 2nd toe,0
Complete duplication of the distal phalanx of the 2nd toe,0
Partial duplication of the distal phalanx of the 2nd toe,0
Complete duplication of the middle phalanx of the 2nd toe,0
Partial duplication of the middle phalanx of the 2nd toe,0
Short distal phalanx of the 2nd toe,0
Aplasia of the middle phalanx of the 2nd toe,0
Short middle phalanx of the 2nd toe,0
Aplasia of the proximal phalanx of the 2nd toe,0
Short proximal phalanx of the 2nd toe,0
Ectopic accesory toe-like appendage,0
Pelvic bone asymmetry,0
Supernumerary testes,0
Bladder stones,0
Acromelia of the upper limbs,0
Amniotic constriction rings of arms,0
Amniotic constriction rings of legs,0
Increased length of the tibia,0
Foot asymmetry,0
Pituitary calcification,0
Y-shaped metatarsals,0
Low maternal serum alpha-fetoprotein,0
Abnormality of the distal tibial epiphysis,0
Abnormality of the proximal fibular epiphysis,0
Abnormality of the proximal humeral epiphysis,0
Abnormality of the distal humeral epiphysis,0
Abnormality of the proximal ulnar epiphysis,0
Chalazion,0
Hordeolum externum,0
Hordeolum internum,0
Lung fibroma,0
Total hyposmia,0
Partial hyposmia,0
Midnasal atresia,0
Absence of the third cerebral ventricle,0
Enuresis diurna,0
Elevated alkaline phosphatase of renal origin,0
Elevated intestinal alkaline phosphatase,0
Elevated placental alkaline phosphatase,0
Low tissue non-specific alkaline phosphatase,0
Low alkaline phosphatase of bone origin,0
Low alkaline phosphatase of renal origin,0
Low alkaline phosphatase of hepatic origin,0
Low intestinal alkaline phosphatase,0
Low placental alkaline phosphatase,0
Mirror image hand polydactyly,0
Lamellar pulverulent cataract,0
Anterior pyramidal cataract,0
Triangular nuclear cataract,0
1-3 finger syndactyly,0
3-5 finger syndactyly,0
1-4 toe syndactyly,0
3-5 toe syndactyly,0
Osseous syndactyly of toes,0
Aplasia of the retina,0
Extension of eyebrows towards upper eyelid,0
Asymmetry of the maxilla,0
Pilonidal fistula,0
Pilonidal abscess,0
Large pelvis bone,0
Lip freckle,0
Narrow uvula,0
Abnormal number of hair whorls,0
Ridged cranial sutures,0
EEG with spike-wave complexes (<2.5 Hz),0
EEG with generalized low amplitude activity,0
EEG with localized low amplitude activity,0
EEG with periodic complexes,0
Frank breech presentation,0
Complete breech presentation,0
Incomplete breech presentation,0
Ocular dyssynergia,0
Asynergia,0
Monocular strabismus,0
Postnatal cystic hygroma,0
Morbus Koehler,0
Morbus Kienboeck,0
Morbus Osgood-Schlatter,0
Coralliform cataract,0
Echogenic intracardiac focus,0
Abnormality of ductus venosus blood flow,0
Abnormality of umbilical vein blood flow,0
Intralobar sequestration,0
Extralobar sequestration,0
Abnormality of liposaccharide metabolism,0
Absence of Lutheran antigen on erythrocytes,0
Increased susceptibility to spontaneous sister chromatid exchange,0
Mixed cirrhosis,0
Chronic,0
Subacute,0
Agenesis of permanent maxillary central incisor,0
Agenesis of primary maxillary central incisor,0
Agenesis of primary mandibular central incisor,0
Agenesis of permanent mandibular central incisor,0
Agenesis of primary maxillary lateral incisor,0
Agenesis of permanent maxillary lateral incisor,0
Agenesis of maxillary premolar,0
Agenesis of second permanent molar,0
Generalized periodontitis,0
Localized periodontitis,0
Green teeth,0
Conical primary incisor,0
Conical maxillary incisor,0
Dentinogenesis imperfecta of primary and permanent teeth,0
Gemination,0
Molarization of premolar,0
Nephroptosis,0
Acute esophageal necrosis,0
Bilateral fetal pyelectasis,0
Non-pruritic urticaria,0
Gastric duplication,0
Age-related nuclear cataract,0
Age-related cortical cataract,0
Age-related posterior subcapsular cataract,0
EEG with 4-5/second background activity,0
Alpha-EEG,0
Partial beta-EEG,0
EEG with hyperventilation-induced focal epileptiform discharges,0
EEG with hyperventilation-induced generalized epileptiform discharges,0
Focal EEG discharges with propagation to ipsilateral hemisphere,0
Bilateral multifocal epileptiform discharges,0
Unilateral multifocal epileptiform discharges,0
Polymorphic focal epileptiform discharges,0
EEG with intermittent slow activity,0
EEG with generalized slow activity grade 1,0
EEG with generalized slow activity grade 2,0
EEG with generalized slow activity grade 3,0
EEG with photoparoxysmal response grade I,0
EEG with photoparoxysmal response grade II,0
EEG with photoparoxysmal response grade III,0
EEG with photoparoxysmal response grade IV,0
Antihelical shelf,0
Broad inferior crus of antihelix,0
Underdeveloped inferior crus of antihelix,0
Prominent stem of antihelix,0
Serpiginous stem of antihelix,0
Underdeveloped stem of antihelix,0
Everted antitragus,0
Absent antitragus,0
Bifid antitragus,0
Type I cryptotia,0
Type II cryptotia,0
Crus of helix connected to antihelix,0
Serpiginous crus of helix,0
Tragal bridge of crus of helix,0
Expanded terminal portion of crus of helix,0
Darwin notch of helix,0
Crimped helix,0
Forward facing earlobe,0
Discontinuous ascending root of helix,0
Bifid tragus,0
Duplicated tragus,0
Intrapulmonary sequestration,0
EEG with occipital sharp slow waves,0
EEG with parietal sharp slow waves,0
EEG with central sharp slow waves,0
EEG with occipital sharp waves,0
EEG with central sharp waves,0
EEG with frontal sharp waves,0
EEG with temporal sharp waves,0
Partial absence of finger,0
Convex contour of sole,0
Fused nails,0
Left unicoronal synostosis,0
Bilambdoid synostosis,0
Moderate expressive language delay,0
Abnormal sixth cranial nerve morphology,0
Mild receptive language delay,0
Recurrent viral skin infections,0
Incomplete partition of the cochlea type I,0
Aplasia of the vestibule,0
Hypoplasia of the vestibule of the inner ear,0
Enlarged semicircular canal,0
Absent internal auditory canal,0
Aplasia of the vestibular nerve.,0
Hypoplasia of the vestibular nerve,0
Abnormality of the cochlear nerve,0
Lethal short-trunk short stature,0
Forceps delivery,0
Shoulder dystocia,0
Calcified placenta,0
Placental infarction,0
Long umbilical cord,0
Fetal choroid plexus cysts,0
Short fetal femur length,0
Short fetal humerus length,0
Hypoplasia of fetal nasal bone,0
Low maternal serum PAPP-A,0
Decorticate rigidity,0
Embryonal onset,0
Duodenal aganglionosis,0
Persistent stapedial artery,0
Corneolenticular adhesion,0
Aplasia of the fovea,0
Macular schisis,0
Solitary congenital hypertrophy of retinal pigment epithelium,0
Multiple bilateral congenital hypertrophy of retinal pigment epithelium,0
Snowflake vitreoretinal degeneration,0
Criss-cross atrioventricular valves with superior-inferior ventricles,0
Superior-inferior ventricles without criss-cross atrioventricular valves,0
L-looping of the right ventricle,0
Absent right sided atrioventricular connection,0
Univentricular heart with absent left sided atrioventricular connection,0
Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection,0
Right sided atrium to left ventricle and absent left sided atrioventricular connection,0
Double inlet left ventricle,0
Double inlet right ventricle,0
Double inlet to single ventricle with common atrioventricular orifice,0
Double inlet to single ventricle with two atrioventricular valves,0
Overriding atrioventricular valve,0
Straddling atrioventricular valve,0
Mitral valve arcade,0
Cor triatriatum dexter,0
Sinus venosus atrial septal defect,0
Double orifice mitral valve,0
Cleft anterior mitral valve leaflet,0
Congenital mitral stenosis,0
Parachute mitral valve,0
Supramitral ring,0
Intermediate atrioventricular canal defect,0
Transitional atrioventricular canal defect,0
Abdominal ectopia cordis,0
Cervical ectopia cordis,0
Thoracocervical ectopia cordis,0
Thoracic ectopia cordis,0
Thoracoabdominal ectopia cordis,0
Cervical aortic arch,0
Common origin of the right brachiocephalic artery and left common carotid artery,0
Left aortic arch with cervical origin of the right subclavian artery,0
Left aortic arch with isolated subclavian artery,0
Left aortic arch with retroesophageal diverticulum of Kommerell,0
Right aortic arch with retroesophageal diverticulum of Kommerell,0
Right aortic arch with left descending aorta and left ductus arteriosus,0
Right aortic arch with retroesophageal left subclavian artery,0
Rightward direction of ventricular apex,0
Midline direction of ventricular apex,0
Type II truncus arteriosus,0
Type III truncus arteriosus,0
Type IV truncus arteriosus,0
Interrupted aortic arch type A,0
Interrupted aortic arch type B,0
Interrupted aortic arch type C,0
Pulmonary situs inversus,0
Pulmonary situs ambiguus with bilateral morphologic right lungs,0
Pulmonary situs ambiguus with bilateral morphologic left lungs,0
Complete diaphragmatic absence of pericardium,0
Complete right sided absence of pericardium,0
Partial right sided absence of pericardium,0
Complete left sided absence of pericardium,0
Partial left sided absence of pericardium,0
Anomalous origin of right coronary artery from the pulmonary artery,0
Coronary sinus atrial septal defect,0
Coronary sinus diverticulum,0
Postductal coarctation of the aorta,0
Patent ductus arteriosus after premature birth,0
Bilateral ductus arteriosus,0
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,0
Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,0
Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis,0
Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,0
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis,0
Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,0
Absent right superior vena cava,0
Bilateral superior vena cava with no bridging vein,0
Cardiac hemangioma,0
Cardiac teratoma,0
Tetralogy of Fallot with absent subarterial conus,0
Tetralogy of Fallot with atrioventricular canal defect,0
Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries,0
Single ventricle of indeterminate morphology,0
Restrictive ventricular septal defect,0
Non-restrictive ventricular septal defect,0
Infra-aortic superior vena cava,0
Permanent junctional reciprocating tachycardia,0
Supraventricular tachycardia with a concealed accessory pathway on the left free wall,0
Supraventricular tachycardia with a concealed accessory pathway on the right free wall,0
Supraventricular tachycardia with a concealed accessory pathway on the septum,0
Supraventricular tachycardia with a manifest accessory pathway on the left free wall,0
Supraventricular tachycardia with a manifest accessory pathway on the right free wall,0
Supraventricular tachycardia with a manifest accessory pathway on the septum,0
